Wl (nm),  MAC (m2 g-1)
479.000,  0.12609
480.000,  0.12523
481.000,  0.12437
482.000,  0.12354
483.000,  0.12273
484.000,  0.12191
485.000,  0.12108
486.000,  0.12023
487.000,  0.11940
488.000,  0.11859
489.000,  0.11780
490.000,  0.11698
491.000,  0.11616
492.000,  0.11535
493.000,  0.11457
494.000,  0.11383
495.000,  0.11311
496.000,  0.11237
497.000,  0.11160
498.000,  0.11080
499.000,  0.11001
500.000,  0.10925
501.000,  0.10853
502.000,  0.10784
503.000,  0.10714
504.000,  0.10643
505.000,  0.10571
506.000,  0.10500
507.000,  0.10429
508.000,  0.10360
509.000,  0.10291
510.000,  0.10223
511.000,  0.10159
512.000,  0.10095
513.000,  0.10031
514.000,  0.09965
515.000,  0.09897
516.000,  0.09833
517.000,  0.09771
518.000,  0.09711
519.000,  0.09649
520.000,  0.09585
521.000,  0.09522
522.000,  0.09463
523.000,  0.09407
524.000,  0.09353
525.000,  0.09300
526.000,  0.09244
527.000,  0.09184
528.000,  0.09124
529.000,  0.09066
530.000,  0.09011
531.000,  0.08959
532.000,  0.08911
533.000,  0.08860
534.000,  0.08809
535.000,  0.08756
536.000,  0.08704
537.000,  0.08654
538.000,  0.08605
539.000,  0.08556
540.000,  0.08507
541.000,  0.08461
542.000,  0.08417
543.000,  0.08374
544.000,  0.08328
545.000,  0.08280
546.000,  0.08233
547.000,  0.08189
548.000,  0.08148
549.000,  0.08108
550.000,  0.08065
551.000,  0.08020
552.000,  0.07976
553.000,  0.07936
554.000,  0.07899
555.000,  0.07863
556.000,  0.07829
557.000,  0.07793
558.000,  0.07754
559.000,  0.07711
560.000,  0.07671
561.000,  0.07633
562.000,  0.07597
563.000,  0.07565
564.000,  0.07535
565.000,  0.07502
566.000,  0.07467
567.000,  0.07432
568.000,  0.07398
569.000,  0.07365
570.000,  0.07334
571.000,  0.07302
572.000,  0.07270
573.000,  0.07239
574.000,  0.07212
575.000,  0.07185
576.000,  0.07157
577.000,  0.07127
578.000,  0.07094
579.000,  0.07064
580.000,  0.07037
581.000,  0.07012
582.000,  0.06987
583.000,  0.06959
584.000,  0.06929
585.000,  0.06901
586.000,  0.06875
587.000,  0.06852
588.000,  0.06831
589.000,  0.06811
590.000,  0.06789
591.000,  0.06765
592.000,  0.06737
593.000,  0.06710
594.000,  0.06684
595.000,  0.06661
596.000,  0.06640
597.000,  0.06622
598.000,  0.06603
599.000,  0.06583
600.000,  0.06561
601.000,  0.06538
602.000,  0.06517
603.000,  0.06496
604.000,  0.06476
605.000,  0.06456
606.000,  0.06436
607.000,  0.06416
608.000,  0.06399
609.000,  0.06383
610.000,  0.06367
611.000,  0.06349
612.000,  0.06328
613.000,  0.06307
614.000,  0.06289
615.000,  0.06273
616.000,  0.06258
617.000,  0.06243
618.000,  0.06225
619.000,  0.06205
620.000,  0.06186
621.000,  0.06170
622.000,  0.06156
623.000,  0.06143
624.000,  0.06132
625.000,  0.06120
626.000,  0.06106
627.000,  0.06088
628.000,  0.06069
629.000,  0.06051
630.000,  0.06035
631.000,  0.06020
632.000,  0.06008
633.000,  0.05998
634.000,  0.05987
635.000,  0.05974
636.000,  0.05960
637.000,  0.05945
638.000,  0.05931
639.000,  0.05917
640.000,  0.05905
641.000,  0.05892
642.000,  0.05879
643.000,  0.05866
644.000,  0.05854
645.000,  0.05844
646.000,  0.05835
647.000,  0.05824
648.000,  0.05812
649.000,  0.05797
650.000,  0.05783
651.000,  0.05771
652.000,  0.05761
653.000,  0.05752
654.000,  0.05743
655.000,  0.05731
656.000,  0.05717
657.000,  0.05703
658.000,  0.05693
659.000,  0.05683
660.000,  0.05675
661.000,  0.05668
662.000,  0.05661
663.000,  0.05653
664.000,  0.05643
665.000,  0.05630
666.000,  0.05616
667.000,  0.05604
668.000,  0.05593
669.000,  0.05583
670.000,  0.05575
671.000,  0.05569
672.000,  0.05563
673.000,  0.05554
674.000,  0.05544
675.000,  0.05534
676.000,  0.05524
677.000,  0.05514
678.000,  0.05505
679.000,  0.05496
680.000,  0.05488
681.000,  0.05478
682.000,  0.05469
683.000,  0.05462
684.000,  0.05456
685.000,  0.05449
686.000,  0.05442
687.000,  0.05434
688.000,  0.05422
689.000,  0.05411
690.000,  0.05403
691.000,  0.05395
692.000,  0.05390
693.000,  0.05384
694.000,  0.05376
695.000,  0.05366
696.000,  0.05355
697.000,  0.05346
698.000,  0.05339
699.000,  0.05332
700.000,  0.05327
701.000,  0.05323
702.000,  0.05319
703.000,  0.05313
704.000,  0.05305
705.000,  0.05295
706.000,  0.05284
707.000,  0.05274
708.000,  0.05266
709.000,  0.05258
710.000,  0.05252
711.000,  0.05247
712.000,  0.05244
713.000,  0.05238
714.000,  0.05231
715.000,  0.05224
716.000,  0.05216
717.000,  0.05208
718.000,  0.05200
719.000,  0.05194
720.000,  0.05187
721.000,  0.05181
722.000,  0.05173
723.000,  0.05166
724.000,  0.05161
725.000,  0.05156
726.000,  0.05152
727.000,  0.05146
728.000,  0.05140
729.000,  0.05133
730.000,  0.05123
731.000,  0.05115
732.000,  0.05109
733.000,  0.05104
734.000,  0.05100
735.000,  0.05095
736.000,  0.05088
737.000,  0.05080
738.000,  0.05071
739.000,  0.05064
740.000,  0.05058
741.000,  0.05053
742.000,  0.05049
743.000,  0.05046
744.000,  0.05043
745.000,  0.05039
746.000,  0.05034
747.000,  0.05026
748.000,  0.05017
749.000,  0.05008
750.000,  0.05000
751.000,  0.04994
752.000,  0.04988
753.000,  0.04983
754.000,  0.04980
755.000,  0.04977
756.000,  0.04973
757.000,  0.04968
758.000,  0.04961
759.000,  0.04955
760.000,  0.04948
761.000,  0.04942
762.000,  0.04936
763.000,  0.04931
764.000,  0.04925
765.000,  0.04920
766.000,  0.04913
767.000,  0.04908
768.000,  0.04904
769.000,  0.04901
770.000,  0.04897
771.000,  0.04892
772.000,  0.04887
773.000,  0.04881
774.000,  0.04872
775.000,  0.04866
776.000,  0.04860
777.000,  0.04856
778.000,  0.04852
779.000,  0.04848
780.000,  0.04843
781.000,  0.04837
782.000,  0.04830
783.000,  0.04822
784.000,  0.04817
785.000,  0.04812
786.000,  0.04809
787.000,  0.04805
788.000,  0.04803
789.000,  0.04801
790.000,  0.04797
791.000,  0.04793
792.000,  0.04786
793.000,  0.04778
794.000,  0.04770
795.000,  0.04763
796.000,  0.04758
797.000,  0.04753
798.000,  0.04748
799.000,  0.04745
800.000,  0.04743
