check_name
check_for_hidden_python_files
check_for_compiled_python
check_for_possible_threading
check_built_in_import_function
check_for_file_and_directory_access
check_for_python_udp_network_communications
check_for_unencrypted_network_communications
check_file_formats_module_IO
check_all_python_files_are_well_formed
check_for_builtin_functions
check_for_builtin_types
check_python_untrusted_xml_functions
check_for_data_persistence
check_for_unix_questionable_commands
check_for_plain_text_credentials_in_python
check_for_circular_reference_in_python
check_for_interprocess_communication_and_networking
check_for_generic_operating_system_services
check_for_reverse_shell_and_backdoor
check_for_python_runtime_services
check_for_custom_python_interpreters
check_for_python_multimedia_services
check_for_data_compression_and_archiving
check_for_optional_operating_system_services
check_for_restricted_execution
check_for_internet_protocols_and_support
check_for_root_privilege_escalation
check_for_program_frameworks
check_for_importing_modules
check_for_debugging_and_profiling
check_for_environment_variable_use_in_python
check_hostnames_and_ips
check_for_secret_disclosure
check_for_sensitive_info_in_url
check_for_insecure_http_calls_in_python
check_for_supported_tls
check_for_supported_tls_public
check_for_supported_tls_private
check_for_search_v1_endpoint
