Date de la mesure,09724X0023/P2,09724X0028/P37,09728X0177/PZ1BEC
2014-02-04,103.27,111.63,99.13
2014-02-05,103.27,111.65,99.16
2014-02-06,103.54,111.69,99.18
2014-02-07,103.55,111.71,99.17
2014-02-08,103.67,111.77,99.2
2014-02-09,103.68,111.79,99.21
2014-02-10,103.68,111.82,99.24
2014-02-11,103.68,111.93,99.34
2014-02-12,103.79,111.96,99.34
2014-02-13,104.48,111.94,99.29
2014-02-14,104.47,111.91,99.25
2014-02-15,104.43,111.84,99.21
2014-02-16,104.46,111.82,99.21
2014-02-17,104.54,111.86,99.26
2014-02-18,104.54,111.85,99.24
2014-02-19,104.48,111.78,99.19
2014-02-20,104.46,111.72,99.17
2014-02-21,104.45,111.66,99.16
2014-02-22,104.42,111.56,99.13
2014-02-23,104.42,111.43,99.07
2014-02-24,104.42,111.31,99.02
2014-02-25,104.42,111.23,99.0
2014-02-26,104.42,111.13,98.99
