name,schema_name,location,url,description,comment
concpair_bonsai_iea_energy_balance,FlowObjectCorrespondence,concpair_bonsai_iea_energy_balance.csv,,pairwise concocordance table to map to bonsai codes to iea energy balance codes,own work based on Albert Osei-Owusu
concpair_bonsai_undata_energy_stats,FlowObjectCorrespondence,concpair_bonsai_undata_energy_stats.csv,,pairwise concocordance table to map to bonsai codes to undata energy stats codes,own work based on Albert Osei-Owusu
