Wl (nm),  MAC (m2 g-1)
452.000,  0.28369
453.000,  0.28102
454.000,  0.27837
455.000,  0.27573
456.000,  0.27311
457.000,  0.27052
458.000,  0.26795
459.000,  0.26540
460.000,  0.26287
461.000,  0.26034
462.000,  0.25783
463.000,  0.25534
464.000,  0.25287
465.000,  0.25043
466.000,  0.24801
467.000,  0.24561
468.000,  0.24323
469.000,  0.24087
470.000,  0.23853
471.000,  0.23621
472.000,  0.23390
473.000,  0.23161
474.000,  0.22934
475.000,  0.22709
476.000,  0.22486
477.000,  0.22266
478.000,  0.22049
479.000,  0.21835
480.000,  0.21622
481.000,  0.21411
482.000,  0.21201
483.000,  0.20993
484.000,  0.20787
485.000,  0.20585
486.000,  0.20386
487.000,  0.20188
488.000,  0.19993
489.000,  0.19799
490.000,  0.19608
491.000,  0.19420
492.000,  0.19233
493.000,  0.19049
494.000,  0.18866
495.000,  0.18684
496.000,  0.18504
497.000,  0.18328
498.000,  0.18154
499.000,  0.17983
500.000,  0.17814
501.000,  0.17647
502.000,  0.17482
503.000,  0.17319
504.000,  0.17157
505.000,  0.16997
506.000,  0.16840
507.000,  0.16686
508.000,  0.16534
509.000,  0.16384
510.000,  0.16235
511.000,  0.16089
512.000,  0.15945
513.000,  0.15803
514.000,  0.15663
515.000,  0.15524
516.000,  0.15387
517.000,  0.15252
518.000,  0.15118
519.000,  0.14986
520.000,  0.14857
521.000,  0.14731
522.000,  0.14606
523.000,  0.14483
524.000,  0.14362
525.000,  0.14242
526.000,  0.14124
527.000,  0.14007
528.000,  0.13891
529.000,  0.13778
530.000,  0.13668
531.000,  0.13559
532.000,  0.13452
533.000,  0.13346
534.000,  0.13241
535.000,  0.13138
536.000,  0.13037
537.000,  0.12938
538.000,  0.12840
539.000,  0.12743
540.000,  0.12647
541.000,  0.12552
542.000,  0.12459
543.000,  0.12368
544.000,  0.12279
545.000,  0.12191
546.000,  0.12105
547.000,  0.12020
548.000,  0.11936
549.000,  0.11853
550.000,  0.11771
551.000,  0.11690
552.000,  0.11611
553.000,  0.11533
554.000,  0.11458
555.000,  0.11383
556.000,  0.11309
557.000,  0.11237
558.000,  0.11165
559.000,  0.11094
560.000,  0.11025
561.000,  0.10957
562.000,  0.10891
563.000,  0.10825
564.000,  0.10759
565.000,  0.10694
566.000,  0.10630
567.000,  0.10567
568.000,  0.10506
569.000,  0.10447
570.000,  0.10388
571.000,  0.10330
572.000,  0.10273
573.000,  0.10217
574.000,  0.10161
575.000,  0.10106
576.000,  0.10051
577.000,  0.09998
578.000,  0.09946
579.000,  0.09895
580.000,  0.09845
581.000,  0.09795
582.000,  0.09746
583.000,  0.09698
584.000,  0.09650
585.000,  0.09604
586.000,  0.09558
587.000,  0.09513
588.000,  0.09469
589.000,  0.09424
590.000,  0.09380
591.000,  0.09337
592.000,  0.09294
593.000,  0.09253
594.000,  0.09212
595.000,  0.09172
596.000,  0.09133
597.000,  0.09095
598.000,  0.09057
599.000,  0.09019
600.000,  0.08981
601.000,  0.08944
602.000,  0.08907
603.000,  0.08871
604.000,  0.08836
605.000,  0.08802
606.000,  0.08768
607.000,  0.08735
608.000,  0.08702
609.000,  0.08669
610.000,  0.08636
611.000,  0.08605
612.000,  0.08574
613.000,  0.08543
614.000,  0.08513
615.000,  0.08483
616.000,  0.08453
617.000,  0.08423
618.000,  0.08393
619.000,  0.08364
620.000,  0.08336
621.000,  0.08309
622.000,  0.08282
623.000,  0.08255
624.000,  0.08229
625.000,  0.08203
626.000,  0.08177
627.000,  0.08151
628.000,  0.08125
629.000,  0.08099
630.000,  0.08074
631.000,  0.08050
632.000,  0.08026
633.000,  0.08003
634.000,  0.07980
635.000,  0.07957
636.000,  0.07934
637.000,  0.07911
638.000,  0.07889
639.000,  0.07867
640.000,  0.07845
641.000,  0.07824
642.000,  0.07803
643.000,  0.07782
644.000,  0.07761
645.000,  0.07739
646.000,  0.07718
647.000,  0.07698
648.000,  0.07678
649.000,  0.07658
650.000,  0.07639
651.000,  0.07620
652.000,  0.07601
653.000,  0.07583
654.000,  0.07565
655.000,  0.07546
656.000,  0.07527
657.000,  0.07509
658.000,  0.07490
659.000,  0.07473
660.000,  0.07455
661.000,  0.07438
662.000,  0.07421
663.000,  0.07404
664.000,  0.07388
665.000,  0.07371
666.000,  0.07355
667.000,  0.07338
668.000,  0.07322
669.000,  0.07306
670.000,  0.07291
671.000,  0.07275
672.000,  0.07260
673.000,  0.07244
674.000,  0.07228
675.000,  0.07212
676.000,  0.07197
677.000,  0.07182
678.000,  0.07167
679.000,  0.07153
680.000,  0.07138
681.000,  0.07124
682.000,  0.07110
683.000,  0.07096
684.000,  0.07082
685.000,  0.07068
686.000,  0.07054
687.000,  0.07040
688.000,  0.07026
689.000,  0.07012
690.000,  0.06999
691.000,  0.06986
692.000,  0.06973
693.000,  0.06960
694.000,  0.06947
695.000,  0.06935
696.000,  0.06922
697.000,  0.06909
698.000,  0.06896
699.000,  0.06884
700.000,  0.06872
701.000,  0.06860
702.000,  0.06847
703.000,  0.06835
704.000,  0.06823
705.000,  0.06810
706.000,  0.06798
707.000,  0.06786
708.000,  0.06774
709.000,  0.06762
710.000,  0.06751
711.000,  0.06739
712.000,  0.06728
713.000,  0.06717
714.000,  0.06706
715.000,  0.06695
716.000,  0.06683
717.000,  0.06672
718.000,  0.06661
719.000,  0.06649
720.000,  0.06638
721.000,  0.06627
722.000,  0.06617
723.000,  0.06606
724.000,  0.06596
725.000,  0.06585
726.000,  0.06575
727.000,  0.06564
728.000,  0.06554
729.000,  0.06543
730.000,  0.06533
731.000,  0.06523
732.000,  0.06513
733.000,  0.06503
734.000,  0.06493
735.000,  0.06483
736.000,  0.06472
737.000,  0.06462
738.000,  0.06452
739.000,  0.06442
740.000,  0.06432
741.000,  0.06422
742.000,  0.06412
743.000,  0.06403
744.000,  0.06393
745.000,  0.06384
746.000,  0.06375
747.000,  0.06365
748.000,  0.06356
749.000,  0.06346
750.000,  0.06337
751.000,  0.06327
752.000,  0.06318
753.000,  0.06308
754.000,  0.06299
755.000,  0.06290
756.000,  0.06281
757.000,  0.06272
758.000,  0.06263
759.000,  0.06254
760.000,  0.06245
761.000,  0.06236
762.000,  0.06228
763.000,  0.06219
764.000,  0.06210
765.000,  0.06201
766.000,  0.06193
767.000,  0.06184
768.000,  0.06176
769.000,  0.06167
770.000,  0.06158
771.000,  0.06149
772.000,  0.06140
773.000,  0.06131
774.000,  0.06123
775.000,  0.06114
776.000,  0.06106
777.000,  0.06098
778.000,  0.06090
779.000,  0.06081
780.000,  0.06073
781.000,  0.06065
782.000,  0.06057
783.000,  0.06049
784.000,  0.06040
785.000,  0.06032
786.000,  0.06023
787.000,  0.06015
788.000,  0.06007
789.000,  0.05999
790.000,  0.05991
791.000,  0.05983
792.000,  0.05976
793.000,  0.05968
794.000,  0.05960
795.000,  0.05952
796.000,  0.05944
797.000,  0.05936
798.000,  0.05929
799.000,  0.05921
800.000,  0.05913
