Wl (nm),  MAC (m2 g-1)
614.000,  0.08408
615.000,  0.08377
616.000,  0.08347
617.000,  0.08317
618.000,  0.08287
619.000,  0.08258
620.000,  0.08230
621.000,  0.08201
622.000,  0.08173
623.000,  0.08145
624.000,  0.08118
625.000,  0.08091
626.000,  0.08064
627.000,  0.08038
628.000,  0.08012
629.000,  0.07987
630.000,  0.07961
631.000,  0.07937
632.000,  0.07912
633.000,  0.07888
634.000,  0.07864
635.000,  0.07840
636.000,  0.07817
637.000,  0.07794
638.000,  0.07771
639.000,  0.07748
640.000,  0.07726
641.000,  0.07704
642.000,  0.07682
643.000,  0.07660
644.000,  0.07639
645.000,  0.07618
646.000,  0.07597
647.000,  0.07577
648.000,  0.07556
649.000,  0.07536
650.000,  0.07516
651.000,  0.07496
652.000,  0.07477
653.000,  0.07458
654.000,  0.07439
655.000,  0.07420
656.000,  0.07401
657.000,  0.07383
658.000,  0.07364
659.000,  0.07346
660.000,  0.07329
661.000,  0.07311
662.000,  0.07293
663.000,  0.07276
664.000,  0.07259
665.000,  0.07242
666.000,  0.07225
667.000,  0.07208
668.000,  0.07192
669.000,  0.07175
670.000,  0.07159
671.000,  0.07143
672.000,  0.07127
673.000,  0.07111
674.000,  0.07096
675.000,  0.07080
676.000,  0.07065
677.000,  0.07049
678.000,  0.07034
679.000,  0.07019
680.000,  0.07004
681.000,  0.06990
682.000,  0.06975
683.000,  0.06961
684.000,  0.06946
685.000,  0.06932
686.000,  0.06918
687.000,  0.06904
688.000,  0.06890
689.000,  0.06876
690.000,  0.06863
691.000,  0.06849
692.000,  0.06836
693.000,  0.06822
694.000,  0.06809
695.000,  0.06796
696.000,  0.06783
697.000,  0.06770
698.000,  0.06757
699.000,  0.06744
700.000,  0.06731
701.000,  0.06719
702.000,  0.06706
703.000,  0.06694
704.000,  0.06681
705.000,  0.06669
706.000,  0.06657
707.000,  0.06645
708.000,  0.06633
709.000,  0.06621
710.000,  0.06609
711.000,  0.06597
712.000,  0.06585
713.000,  0.06574
714.000,  0.06562
715.000,  0.06551
716.000,  0.06540
717.000,  0.06528
718.000,  0.06517
719.000,  0.06506
720.000,  0.06494
721.000,  0.06483
722.000,  0.06472
723.000,  0.06461
724.000,  0.06450
725.000,  0.06440
726.000,  0.06429
727.000,  0.06418
728.000,  0.06407
729.000,  0.06397
730.000,  0.06386
731.000,  0.06376
732.000,  0.06365
733.000,  0.06355
734.000,  0.06345
735.000,  0.06334
736.000,  0.06324
737.000,  0.06314
738.000,  0.06304
739.000,  0.06294
740.000,  0.06284
741.000,  0.06274
742.000,  0.06264
743.000,  0.06254
744.000,  0.06244
745.000,  0.06235
746.000,  0.06225
747.000,  0.06215
748.000,  0.06206
749.000,  0.06196
750.000,  0.06186
751.000,  0.06177
752.000,  0.06167
753.000,  0.06158
754.000,  0.06149
755.000,  0.06139
756.000,  0.06130
757.000,  0.06121
758.000,  0.06112
759.000,  0.06102
760.000,  0.06093
761.000,  0.06084
762.000,  0.06075
763.000,  0.06066
764.000,  0.06057
765.000,  0.06048
766.000,  0.06039
767.000,  0.06030
768.000,  0.06021
769.000,  0.06013
770.000,  0.06004
771.000,  0.05995
772.000,  0.05986
773.000,  0.05978
774.000,  0.05969
775.000,  0.05961
776.000,  0.05952
777.000,  0.05944
778.000,  0.05935
779.000,  0.05927
780.000,  0.05918
781.000,  0.05910
782.000,  0.05901
783.000,  0.05893
784.000,  0.05885
785.000,  0.05876
786.000,  0.05868
787.000,  0.05860
788.000,  0.05852
789.000,  0.05843
790.000,  0.05835
791.000,  0.05827
792.000,  0.05819
793.000,  0.05811
794.000,  0.05803
795.000,  0.05795
796.000,  0.05787
797.000,  0.05779
798.000,  0.05771
799.000,  0.05763
800.000,  0.05755
