Wl (nm),  MAC (m2 g-1)
581.000,  0.09022
582.000,  0.08978
583.000,  0.08938
584.000,  0.08900
585.000,  0.08864
586.000,  0.08828
587.000,  0.08790
588.000,  0.08750
589.000,  0.08710
590.000,  0.08672
591.000,  0.08636
592.000,  0.08601
593.000,  0.08567
594.000,  0.08533
595.000,  0.08500
596.000,  0.08468
597.000,  0.08437
598.000,  0.08406
599.000,  0.08374
600.000,  0.08342
601.000,  0.08310
602.000,  0.08278
603.000,  0.08245
604.000,  0.08214
605.000,  0.08184
606.000,  0.08157
607.000,  0.08130
608.000,  0.08104
609.000,  0.08078
610.000,  0.08050
611.000,  0.08020
612.000,  0.07991
613.000,  0.07963
614.000,  0.07939
615.000,  0.07916
616.000,  0.07893
617.000,  0.07870
618.000,  0.07845
619.000,  0.07818
620.000,  0.07791
621.000,  0.07766
622.000,  0.07743
623.000,  0.07721
624.000,  0.07698
625.000,  0.07676
626.000,  0.07655
627.000,  0.07634
628.000,  0.07614
629.000,  0.07594
630.000,  0.07574
631.000,  0.07552
632.000,  0.07531
633.000,  0.07509
634.000,  0.07488
635.000,  0.07466
636.000,  0.07445
637.000,  0.07426
638.000,  0.07409
639.000,  0.07391
640.000,  0.07374
641.000,  0.07357
642.000,  0.07338
643.000,  0.07318
644.000,  0.07298
645.000,  0.07279
646.000,  0.07262
647.000,  0.07247
648.000,  0.07233
649.000,  0.07217
650.000,  0.07201
651.000,  0.07183
652.000,  0.07163
653.000,  0.07146
654.000,  0.07129
655.000,  0.07114
656.000,  0.07099
657.000,  0.07083
658.000,  0.07068
659.000,  0.07054
660.000,  0.07040
661.000,  0.07026
662.000,  0.07013
663.000,  0.06999
664.000,  0.06984
665.000,  0.06969
666.000,  0.06954
667.000,  0.06938
668.000,  0.06922
669.000,  0.06907
670.000,  0.06894
671.000,  0.06881
672.000,  0.06869
673.000,  0.06857
674.000,  0.06846
675.000,  0.06833
676.000,  0.06819
677.000,  0.06804
678.000,  0.06789
679.000,  0.06776
680.000,  0.06764
681.000,  0.06754
682.000,  0.06744
683.000,  0.06733
684.000,  0.06721
685.000,  0.06708
686.000,  0.06693
687.000,  0.06680
688.000,  0.06667
689.000,  0.06656
690.000,  0.06645
691.000,  0.06634
692.000,  0.06622
693.000,  0.06612
694.000,  0.06601
695.000,  0.06591
696.000,  0.06581
697.000,  0.06571
698.000,  0.06561
699.000,  0.06550
700.000,  0.06538
701.000,  0.06526
702.000,  0.06514
703.000,  0.06502
704.000,  0.06491
705.000,  0.06480
706.000,  0.06471
707.000,  0.06462
708.000,  0.06453
709.000,  0.06444
710.000,  0.06435
711.000,  0.06424
712.000,  0.06413
713.000,  0.06401
714.000,  0.06390
715.000,  0.06380
716.000,  0.06372
717.000,  0.06364
718.000,  0.06356
719.000,  0.06348
720.000,  0.06338
721.000,  0.06328
722.000,  0.06316
723.000,  0.06305
724.000,  0.06295
725.000,  0.06286
726.000,  0.06277
727.000,  0.06268
728.000,  0.06260
729.000,  0.06251
730.000,  0.06243
731.000,  0.06234
732.000,  0.06227
733.000,  0.06219
734.000,  0.06211
735.000,  0.06202
736.000,  0.06193
737.000,  0.06184
738.000,  0.06174
739.000,  0.06164
740.000,  0.06154
741.000,  0.06145
742.000,  0.06136
743.000,  0.06129
744.000,  0.06121
745.000,  0.06114
746.000,  0.06107
747.000,  0.06100
748.000,  0.06091
749.000,  0.06082
750.000,  0.06073
751.000,  0.06063
752.000,  0.06054
753.000,  0.06046
754.000,  0.06040
755.000,  0.06034
756.000,  0.06027
757.000,  0.06020
758.000,  0.06012
759.000,  0.06003
760.000,  0.05993
761.000,  0.05984
762.000,  0.05976
763.000,  0.05968
764.000,  0.05960
765.000,  0.05953
766.000,  0.05946
767.000,  0.05938
768.000,  0.05931
769.000,  0.05924
770.000,  0.05918
771.000,  0.05911
772.000,  0.05905
773.000,  0.05898
774.000,  0.05890
775.000,  0.05882
776.000,  0.05874
777.000,  0.05866
778.000,  0.05857
779.000,  0.05849
780.000,  0.05841
781.000,  0.05834
782.000,  0.05827
783.000,  0.05821
784.000,  0.05814
785.000,  0.05808
786.000,  0.05802
787.000,  0.05795
788.000,  0.05788
789.000,  0.05780
790.000,  0.05771
791.000,  0.05763
792.000,  0.05756
793.000,  0.05750
794.000,  0.05744
795.000,  0.05739
796.000,  0.05733
797.000,  0.05727
798.000,  0.05720
799.000,  0.05712
800.000,  0.05703
