activitytype_from,flowobject_from,activitytype_to,flowobject_to,classification_from,classification_to,comment,skos_uri,prefixed_id
A_RGAS,C_RGAS,01,4610,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3dd3b1ee-b861-4909-9c28-37be2e2b531c
A_ETHA,C_ETHA,01,4620,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,36c117c3-a740-44f1-ac64-b859807039b9
A_LPGA,C_LPGA,01,4630,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,63b70b23-23b4-4f0f-9753-354e1a351765
A_NAPT,C_NAPT,01,4640,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1c2ad761-9c6c-4623-bed9-17dd30db7b4f
A_AGSL,C_AGSL,01,4651,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,922df851-33d8-452c-a295-66079fcb3377
A_MGSL,C_MGSL,01,4652,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,bc4adf86-39d4-46a4-b303-4f915588719c
A_GJET,C_GJET,01,4653,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3be46731-972d-4e04-b73d-4793c56cf086
A_KJET,C_KJET,01,4661,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,cd2f53e0-8443-46b6-a37f-85c7243e752d
A_KERO,C_KERO,01,4669,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3fcfe1f5-f1e5-472a-8436-8f65a3ec2b9d
A_DOIL,C_DOIL,01,4670,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,09a1bc0b-3002-4436-8be4-a50c8d3bb7eb
A_FOIL,C_FOIL,01,4680,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1c9d33b0-9803-4764-8534-0ef60e312444
A_WHSP,C_WHSP,01,4691,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,dc72b42d-7bec-4cb6-b5dd-bc1fbf92e416
A_LUBR,C_LUBR,01,4692,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,9d49c433-c409-43cd-9334-7d5d69161822
A_PARW,C_PARW,01,4693,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ccbcc23e-c323-4612-b7bd-cc0dbde3a235
A_PETC,C_PETC,01,4694,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f6a0b6b0-fda1-4f67-aeef-9d00c290ce8c
A_BITU,C_BITU,01,4695,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,81c055a1-23ff-4d46-bdc5-1fbba475e179
A_CHAR,C_CHAR,01,5160,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1ac6f978-3ebc-46c2-a156-090d62510177
A_BIOG,C_BIOG,01,5210,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,060e6ff2-e866-4daf-a229-83ca3dd009d2
A_BIOG,C_BIOG,01,5212,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b82d7382-3e41-4b0e-91fe-3fa5c3483318
A_BIOD,C_BIOD,01,5220,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,da75db18-d391-47ff-a30d-dea8066d08fc
A_BIOD,C_BIOD,01,5222,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,64a17fa9-067a-4e53-bcde-1be261556be6
A_BIOD,C_BIOD,01,5230,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1fd28414-7599-43b2-83f1-89d53fb3d56e
A_BIOD,C_BIOD,01,5232,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6e64abd1-896b-4c20-81d0-19753118045e
A_OBIO,C_OBIO,01,5290,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d2d9f34d-f11a-4ab4-8ad0-d8a897291257
A_MBIO,C_MBIO,01,5300,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,45b0f2a5-028a-4fbb-aade-238d3f806db7
A_munic_renew_waste,C_munic_renew_waste,01,6200,bonsai,undata_energy_stats,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,1500d186-86cd-4580-bce3-6b252a17f93d
A_munic_non_renew_waste,C_munic_non_renew_waste,01,6200,bonsai,undata_energy_stats,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,b59f08c6-fed5-4d1d-be6a-dbb4f0d2fdc6
A_elec_POWM,C_elec_POWM,01,7000G,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,7f769f28-a0bf-43b1-81c0-217ff1738885
A_elec_POWH,C_elec_POWH,01,7000H,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d633ca62-6782-4042-a7e4-a6dcc9b0ec1b
A_elec_POWN,C_elec_POWN,01,7000N,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,65753a24-9075-43f8-b2f0-66c6745ef10d
A_elec_POWO,C_elec_POWO,01,7000O,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,fe4e569f-17dc-4c8f-90bb-aad4fa4bf0ef
A_elec_POWS,C_elec_POWS,01,7000S,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,5cb0f5e0-32c7-47ba-b525-6fbc542c2f6f
A_elec_POWW,C_elec_POWW,01,7000W,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,99762dec-e13b-4318-ab36-037f6b128d5b
A_HEAT,C_HEAT,01,8000,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,eea98fea-a75f-4584-9306-cfeb12ddb1e2
A_HWAT,C_HWAT,01,8000T,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,87a694e3-1a29-4c52-af13-33e463118e57
A_ORAN,C_ORAN,01,9101,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f66a68e9-e23c-434f-9af9-6e8a3e6c3df4
oa_imp,,03,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ec1999f8-4ab1-4116-b153-36b5fd50e57b
oa_exp,,04,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,4d74f464-475c-46e5-83d1-bda190f3b552
oa_loss,,101,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ad302db9-8c3a-4d34-b821-b9b866ebbf45
I_CHIN,,06,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,965f482e-4ac4-4b12-932f-06cad4de6415
A_Transfer,,07,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,cb1e2a93-a62d-46d4-8375-ab699f5b0985
A_REFN,,013,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,25c73f92-4b58-48b4-9baf-4e0917324391
A_EBOIL,,015EB,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,62960aed-6acb-47f6-bc35-11968f6c10ba
A_HPUMP,,015HP,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ffc5c2f6-324b-4f6d-b052-d498d81b3dcf
A_POWN,,015N,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,45a8de7e-0fae-4091-8e31-759825f8239c
A_POWZ,,015O,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,569365a2-8069-4525-952c-5ec8fe7681fc
A_POWH,,015PH,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ae6e45b0-be8a-4f6c-85c1-c90c965ea8ad
A_POWS,,015SP,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,72a6c7d3-fa17-437c-853c-c24be9e61629
A_POWO,,015T,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,24373fea-0395-495a-945f-7535b3321d78
A_POWW,,015W,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f18d0756-cf7f-4c88-8283-9efecbcd5baa
A_POWH,,016HY,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,11eccd64-3af3-48e0-9743-a2995ac2957a
A_POWN,,016N,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,38dc3b20-496c-4750-98ee-753085e74987
A_POWZ,,016O,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d8ff0baf-24c4-47e5-b51a-2585a9b00ce0
A_POWS,,016SP,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bbaf1ccf-e23c-4298-b14e-6e0c69c09381
A_POWO,,016T,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,76feb14c-eeb0-431e-a381-b39d1f916418
A_POWW,,016W,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7766618c-c8ba-496f-ba9c-f46eaf80722f
A_BIO,,01BI,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,c9d26ab3-d5ec-4f1a-a757-80dadd9e6979
A_COIL,,01CR,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,0b459d41-366c-4c1e-a5b6-3c68c8017a78
A_MGWG,,01MG,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,62837245-90a8-4cab-8b1f-57e9f7880d9e
A_TWAS,,051,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,980a0413-f0de-4a83-ac6a-8b7eb4c2c81c
A_TAIR,,052,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5afd87bf-90ab-4fdd-962a-32c3b387ef45
A_EBOIL,,0889E,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,366cee5d-df4e-45a8-8748-9c5527299026
A_HPUMP,,0889H,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,60380540-2986-4845-8dd4-5d328e8c03b0
A_NS_transf,,089,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,eaddac35-7205-4278-8c48-4b4e939343f2
A_OGPL,,0934,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a0b985f5-8399-4aa4-aff7-17c3c4b674e6
A_STEL,,1211,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d7577ac3-3d2e-4d08-8505-afeaa215a50f
X_chemicals,,1213,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e9d55598-b005-46c9-94d5-880a6b279ab3
X_non_ferrous,,1214A,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a576ea56-2905-49b7-9672-8c133b4ab7c8
X_non_metallic,,1214B,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,4883f933-39ef-4f6d-90f7-bcf38c2b2fe3
X_motor,,1214C,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,89485ce0-0020-4aa8-9c5f-f8cecfe10e6f
X_machinery,,1214D,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f534c85b-220d-43fa-acf1-283e4b24c2d4
X_mine,,1214E,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,2c637899-32b4-4b80-82bd-3c28c395e896
X_food,,1214F,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a9d98a36-fb2b-447f-bdee-b9226a1b0778
X_paper,,1214G,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,789f8dd1-576a-450b-a347-4d79a421ff92
A_WOOD,,1214H,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3246dbcb-268d-41c8-8452-1affd98c3f3f
A_CONS,,1214I,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e30a3237-a1dc-493f-a4bc-2eb2caddc8c8
X_textile,,1214J,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,75b1dbd3-7706-4afd-918b-24386c8f93d0
X_other,,1214O,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,2ea3f411-5153-404f-8c78-cdc9f4787a48
A_TLND,,1221,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,901fe829-8932-4b30-891f-b7e0d866c122
A_TRAI,,1222,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,54fd1805-89a6-43a9-a595-6c3b9fc476ee
A_TAIR,,1223,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a1c9e4e3-ae38-4f31-b041-e0d269fe5cdc
A_TWAS,,1224,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c2cf4d71-a0fe-4fc2-8f3f-fb1980b2d467
A_NS_transp,,1225,,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e85ddb8d-a504-4dc7-8667-e6ef4eae0e6b
A_TPIP,,1226,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,62b00e36-cfe1-4c4c-9288-686afe14b2b8
F_HOUS,,1231,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e281b5ec-0d67-408f-b81f-56dccb6b4607
X_agriculture,,1232,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,2ecc6906-6278-45f0-b4e1-70a953eb6767
X_commercial,,1235,,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8f71d30f-cc6e-41be-90ce-9ceed9a026ac
,C_ANTH,,0110,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,92380d3b-b864-4ec4-aeeb-da5fdc5ca14b
,C_COKC,,0121,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,5ffc02eb-e1a7-4103-ad54-3d5fdf11345c
,C_OTBC,,0129,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,b5159d21-29be-462d-a1fb-e0612ea8eca6
,C_SUBC,,0210,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,dc9d7bb3-1a24-4b90-b3f9-cf261c311465
,C_LIBC,,0220,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,aa9d8419-07ed-4506-a117-037fd2d1e392
,C_COKE,,0311,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,41c130a9-44e6-4218-814c-3989f4c97407
,C_GCOK,,0312,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1aa509bc-d4d4-46d7-b0dd-1b808b07aaaf
,C_PATF,,0320,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,78d3fdd6-3c69-46a3-82a8-93906ee66982
,fi_11040,,0330,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,007025bd-1f95-40dd-a23e-f7c2605576f4
,fi_34540,,0340,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f31c6ccc-cba3-4205-826d-711b0d8e2c96
,C_COOG,,0350,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,28f593ae-4154-4092-b564-de8bb2f8ca50
,C_MGWG,,0360,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8499c6aa-08a8-4f70-8c76-0c28a26c3a60
,C_MBFG,,0371,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,14bb2bae-a1ff-43d6-a849-cb8f32f168bd
,C_MOSG,,0379,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,5cc11473-d11a-4562-8653-f77a3a33a677
,C_PEAT,,1100,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e1e34273-0a6c-447a-b628-2049e0a8fa7a
,C_PEAT,,1200,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f42fc8dc-92e0-4a12-8986-ac958f77b51c
,C_COIL,,2000,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,9846e8b0-469b-4fd5-a848-7026aa2d0683
,C_GASL,,3000,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,871504d9-8b6b-40b0-b195-2970cdd00703
,C_COIL,,4100,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d9470042-a119-4c68-9f8c-99478dd79c38
,C_GASL,,4200,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,74eba32d-ecb0-4094-aaab-b52869b82305
,C_REFF,,4300,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,de2a5b6f-6256-4787-9358-31c8a2a4b1a4
,C_ADDC,,4400,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3094beb8-7f35-445a-be88-d75f8732a1bf
,C_OGPL,,4500,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1ab0da3c-b7cb-41c0-8a73-43f83affc87e
,C_RGAS,,4610,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,61313ed8-c31c-469f-9ce1-c5dcaa0648af
,C_ETHA,,4620,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,891515c4-5039-4382-bfe8-8e9916f4d199
,C_LPGA,,4630,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,76e9325f-2d5c-4c92-95fa-76efccc06f4f
,C_NAPT,,4640,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,53bc22e1-3882-44c1-a5bc-d9858eda870d
,C_AGSL,,4651,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,7447edf3-0564-476f-ae4c-4b4654177b1c
,C_MGSL,,4652,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,200407e9-ec7c-4c05-b0b0-b5434923423b
,C_GJET,,4653,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,586cc613-6b54-496c-96aa-32e121a0d98c
,C_KJET,,4661,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,4efbff02-dcf6-4a50-8f4b-e1aa6f18acc7
,C_KERO,,4669,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,9240dccc-9662-49a1-ad05-c86bdbcb8fb8
,C_DOIL,,4670,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,41780213-62dc-4e9a-8747-e536f3670f13
,C_FOIL,,4680,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8bcc420a-92be-47a2-8015-99579bb17c65
,C_WHSP,,4691,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1c6075d8-1d77-4277-818b-27b0035352cd
,C_LUBR,,4692,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,23215a6e-2d36-4319-bdbc-72b3a0a7d912
,C_PARW,,4693,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,12684b84-e640-4ce0-ba9a-ce1bb25b35f5
,C_PETC,,4694,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,b4012d31-3088-483b-9548-20074a6d7dca
,C_BITU,,4695,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,c3c38eae-d455-477b-8df6-a4e83a209c00
,C_CHAR,,5160,bonsai,undata_energy_stats,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,62129d23-4e55-46c3-9bab-a12a90c04ee9
,C_BIOG,,5210,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0ba22d4a-38d1-4839-9d0f-d2c428128f89
,C_BIOG,,5212,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c530a369-7897-4548-9cbb-5055f123b70d
,C_BIOD,,5220,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3685c4c2-7c32-4bb8-9532-1da6960652d1
,C_BIOD,,5222,bonsai,undata_energy_stats,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b60b85bb-1d28-4f47-a735-b7da9156a7c0
